url
https://docs.google.com/document/d/1wUCqhVHydWiDk6FJdFLSMpgigNrGcs4OFZg0Wa7JGEw/edit#heading=h.qg7xbkkowf3z
https://www.interviewcake.com/table-of-contents
https://github.com/mikeroyal/Algorithms-and-Data-Structures
https://cp-algorithms.com/#navigation
https://github.com/tayllan/awesome-algorithms
https://github.com/thepranaygupta/Data-Structures-and-Algorithms
https://github.com/Prince-1501/Complete-DSA-Preparation
https://www.programiz.com/dsa
https://discuss.codechef.com/t/all-data-structures-and-algorithms-concepts-and-solutions-stored-in-a-structured-manner/103680
https://www.codechef.com/cptutorials
https://www.codechef.com/ioi/basics
https://codeforces.com/blog/entry/23054
